delta_call,delta_put,weeks,equity_final,cagr,sharpe_w,max_dd,calmar,win_rate,usd_final,bh_final,max_dd_usd
0.1,0.35,208,2.2202788092112127,0.22068013905481454,2.9332089344414722,-0.0523829972889438,4.2128200079416285,0.8701923076923077,3.391110659100748,1.5273355062581035,-0.11661506560948853
0.1,0.4,208,2.46882905497541,0.2534954300476282,3.0539763833349314,-0.055704964916692634,4.5506792873262425,0.8509615384615384,3.7707302745455924,1.5273355062581035,-0.1231280084592632
0.1,0.45,208,2.569833135487761,0.26612397091749074,2.8668714172729874,-0.05643687862190094,4.715426816929213,0.8125,3.9249973929890407,1.5273355062581035,-0.12353169638081785
0.1,0.5,208,2.8130108725291434,0.295068835610375,2.9357001802771343,-0.0604475733581179,4.881400844038155,0.7932692307692307,4.296411385103852,1.5273355062581035,-0.12452162165242975
0.1,0.55,208,3.1162984409710757,0.32864745690319563,3.0287354641166138,-0.0604475733581179,5.436900749615607,0.7980769230769231,4.759633256991906,1.5273355062581035,-0.12907508797140732
0.1,0.6,208,3.2927985817444925,0.3470734964231277,2.939912984587956,-0.06879454764946802,5.045072731513361,0.7692307692307693,5.029208188854693,1.5273355062581035,-0.1491319831593918
0.15,0.05,208,1.4579697015242552,0.09884674162960772,2.9294163468675554,-0.07903132523349643,1.2507286362409722,0.9471153846153846,2.2268088921865217,1.5273355062581035,-0.07941215541850388
0.15,0.1,208,1.5251515972096146,0.11129216766498562,2.637010508781555,-0.07734654388703377,1.438877059943753,0.9423076923076923,2.3294181868445047,1.5273355062581035,-0.09417304349749156
0.15,0.15,208,1.6724147009191928,0.1371977561916562,2.739259771535433,-0.07606230808192083,1.8037548379927033,0.9375,2.5543383539019144,1.5273355062581035,-0.1006866547893065
0.15,0.2,208,1.8299471377883394,0.16308012934196525,2.844692269826243,-0.07367914480902871,2.213382494661926,0.9326923076923077,2.7949432381195245,1.5273355062581035,-0.104713401427046
0.15,0.25,208,2.027187670511764,0.19322814610148975,2.951900621359146,-0.07367914480902849,2.6225622813935265,0.9086538461538461,3.0961957070212733,1.5273355062581035,-0.11146209039160793
0.15,0.3,208,2.2538288210443684,0.22526557577725614,3.113764350320781,-0.06836454319607654,3.2950644478259923,0.9086538461538461,3.4423527834089,1.5273355062581035,-0.11146209039160793
0.15,0.35,208,2.4200421820885163,0.24725637957401037,3.0878034351879102,-0.06836454319607643,3.6167341726376203,0.8846153846153846,3.6962163513461266,1.5273355062581035,-0.11588127023692707
0.15,0.4,208,2.6911108857544077,0.2808046577164751,3.2148868018981496,-0.06214556868655707,4.518498481086665,0.8557692307692307,4.11022920709041,1.5273355062581035,-0.12083093111255305
0.15,0.45,208,2.8012094585079543,0.2937083940761638,3.0303718453088817,-0.062145568686557295,4.726135753259199,0.8221153846153846,4.278386666445243,1.5273355062581035,-0.12123178966663106
0.15,0.5,208,3.0661291130899517,0.3232673888724691,3.0907334028562405,-0.05966007335811796,5.4184879547836164,0.8125,4.68300786119396,1.5273355062581035,-0.1237878262798684
0.15,0.55,208,3.3977185322897987,0.35767821587022963,3.2055825114447085,-0.05966007335811796,5.995269461423823,0.7980769230769231,5.1894561546373845,1.5273355062581035,-0.12678259325035413
0.15,0.6,208,3.5899049058986323,0.37648263251299174,3.1045678245798305,-0.0663358675983684,5.675400746884205,0.7692307692307693,5.482989226869144,1.5273355062581035,-0.1468854196176469
0.2,0.05,208,1.5912856849918124,0.12314813160856986,3.2497720091274673,-0.07903132523349643,1.5582192408482487,0.9326923076923077,2.43042712728824,1.5273355062581035,-0.07504696467682082
0.2,0.1,208,1.6645594626369686,0.1358600591633483,2.962044150436454,-0.07734654388703399,1.7565110518935967,0.9230769230769231,2.5423407695633564,1.5273355062581035,-0.09010146946915698
